Title;FirstName;id_user;New codes
;T 47 Leil 319;54FCC6D3000000;421464596
;T 47 Leil 319;B49BBDD3000000;420539860
;T 47 Leil 320;C458C6D3000000;421422724
;T 47 Leil 320;5484C6D3000000;421433876
;T 47 Leil 409;B451B855000000;194420916
;T 47 Leil 409;C4BABDD3000000;420547812
;T 47 Leil 410;C4DCC6D3000000;421456516
;T 47 Leil 410;0459C6D3000000;421422788
;T 47 Leil 411;7462C6D3000000;421425204
;T 47 Leil 411;E429B855000000;194410724
;T 47 Leil 413;D493C6D3000000;421437844
;T 47 Leil 413;B4DCC6D3000000;421456500
;T 47 Leil 414;F450C6D3000000;421420724
;T 47 Leil 414;7A854434000000;338034170
;T 47 Leil 415;A44DC6D3000000;421419876
;T 47 Leil 416;74FCC6D3000000;421464628
;T 47 Leil 416;34D7C6D3000000;421455092
;T 47 Leil 417;8497C6D3000000;421438788
;T 47 Leil 417;34DBC6D3000000;421456116
;T 47 Leil 418;74B0BDD3000000;420545172
;T 47 Leil 418;2477C6D3000000;421430500
;T 47 Leil 419;34D4C6D3000000;421454324
;T 47 Leil 419;9484BDD3000000;420533940
;T 47 Leil 420;94A5C6D3000000;421442388
;T 47 Leil 420;148CC6D3000000;421435860
;T 47 Leil 509;8448B855000000;194418564
;T 47 Leil 509;742AB855000000;194410868
;T 47 Leil 510;14D9C6D3000000;421455572
;T 47 Leil 510;F4B6C6D3000000;421446836
;T 47 Leil 511;74D6C6D3000000;421454900
;T 47 Leil 512;249BC6D3000000;421439716
;T 47 Leil 512;E441B855000000;194416868
;T 47 Leil 513;7456C6D3000000;421422132
;T 47 Leil 513;9465C6D3000000;421426004
;T 47 Leil 514;04B8C6D3000000;421447108
;T 47 Leil 514;94D3C6D3000000;421454164
;T 47 Leil 515;24C1C6D3000000;421449444
;T 47 Leil 515;9431B855000000;194412692
;T 47 Leil 516;2460C6D3000000;421424612
;T 47 Leil 516;446DC6D3000000;421427972
;T 47 Leil 517;C452C6D3000000;421421188
;T 47 Leil 517;0466C6D3000000;421426116
;T 47 Leil 518;D44AB855000000;194419156
;T 47 Leil 518;046CC6D3000000;421427652
;T 47 Leil 519;A4ACBDD3000000;420544196
;T 47 Leil 519;D482BDD3000000;420533492
;T 47 Leil 520;24E5C6D3000000;421458660
;T 47 Leil 520;248EBDD3000000;420536388
;T 47 Leil 601;0485C6D3000000;421434052
;T 47 Leil 602;B430B855000000;194412468
;T 47 Leil 603;449EC6D3000000;421440516
;T 47 Leil 604;34A5C6D3000000;421442292
;T 47 Leil 605;0451C6D3000000;421420740
;T 47 Leil 606;14D5C6D3000000;421454548
;T 47 Leil 606;7426C7D3000000;542159844
;T 47 Leil 607;B4AABDD3000000;420543700
;T 47 Leil 607;2448B855000000;194418468
;T 47 Leil 608;F4BCBDD3000000;420548372
;T 47 Leil 608;C48BC6D3000000;421435780
;K 45 Leil 201;F44AC6D3000000;421419188
;K 45 Leil 201;F4B1C6D3000000;421445556
;K 45 Leil 202;64EEB755000000;194361028
;K 45 Leil 202;14ABC6D3000000;421443796
;K 45 Leil 602;24A2C6D3000000;421441508
;K 45 Leil 602;A488BDD3000000;420534980
;K 45 Leil 301;64A8C6D3000000;421443108
;K 45 Leil 301;B4DDC6D3000000;421456756
;K 45 Leil 302;F469C6D3000000;421427124
;K 45 Leil 302;E430B855000000;194412516
;K 45 Leil 303;B493C6D3000000;421437812
;K 45 Leil 303;F44AB855000000;194419188
;K 45 Leil 401;D498C6D3000000;421439124
;K 45 Leil 401;8428C7D3000000;421510372
;K 45 Leil 402;D4ACC6D3000000;421444244
;K 45 Leil 402;54A1C6D3000000;421441300
;K 45 Leil 403;F497C6D3000000;421438900
;K 45 Leil 403;D4D2C6D3000000;421453972
;K 45 Leil 501;248CC6D3000000;421435876
;K 45 Leil 501;14C2C6D3000000;421449684
;K 45 Leil 502;E46DC6D3000000;421428132
;K 45 Leil 502;44B2C6D3000000;421445636
;K 45 Leil 503;34A5BDD3000000;420542292
;K 45 Leil 503;24D4C6D3000000;421454308
;K 45 Leil 601;5498C6D3000000;421438996
;K 45 Leil 601;D4B0C6D3000000;421445268
;K 45 Leil 203;7402C7D3000000;54215628
;K 43 Leil 204;E4CCC6D3000000;421452452
;K 43 Leil 204;84E4C6D3000000;421458500
;K 43 Leil 205;C4BFC6D3000000;421449092
;K 43 Leil 205;34E5C6D3000000;421458676
;K 43 Leil 206;84C9C6D3000000;421451588
;K 43 Leil 206;F446B855000000;194418164
;K 43 Leil 304;D4BEC6D3000000;421448852
;K 43 Leil 304;84C3C6D3000000;421450052
;K 43 Leil 305;94A8BDD3000000;420543156
;K 43 Leil 305;247FBDD3000000;420532548
;K 43 Leil 306;A49BC6D3000000;421439844
;K 43 Leil 306;741EC7D3000000;542157796
;K 43 Leil 404;04D3C6D3000000;421454020
;K 43 Leil 404;A428B855000000;194410404
;K 43 Leil 405;C4E5C6D3000000;421458820
;K 43 Leil 405;0472C6D3000000;421429188
;K 43 Leil 406;149ABDD3000000;420539444
;K 43 Leil 406;34AFC6D3000000;421444852
;K 43 Leil 504;647DBDD3000000;420532100
;K 43 Leil 504;0455C6D3000000;421421764
;K 43 Leil 505;94B0C6D3000000;421445204
;K 43 Leil 505;A43BB855000000;194415268
;K 43 Leil 506;644FC6D3000000;421420324
;K 43 Leil 506;F4C2C6D3000000;421449908
;K 43 Leil 603;74EAB755000000;194360020
;K 43 Leil 603;044DB855000000;194419716
;S 36 Leil 101;9427B855000000;194410132
;S 36 Leil 101;64CBC6D3000000;421452068
;S 36 Leil 102;542EB855000000;194411860
;S 36 Leil 102;042BB855000000;194411012
;S 36 Leil 104;0498C6D3000000;421438916
;S 36 Leil 104;B481BDD3000000;420533204
;S 36 Leil 105;F4E2C6D3000000;421458100
;S 36 Leil 105;9436B855000000;194413972
;S 36 Leil 106;448AC6D3000000;421435396
;S 36 Leil 106;14B6C6D3000000;421446612
;S 36 Leil 107;E4A6C6D3000000;421442724
;S 36 Leil 107;F4CFC6D3000000;421453236
;S 36 Leil 108;24BEC6D3000000;421448676
;S 36 Leil 108;A450C6D3000000;421420644
;S 36 Leil 201;B4DEC6D3000000;421457012
;S 36 Leil 201;B4B3C6D3000000;421446004
;S 36 Leil 202;3457C6D3000000;421422324
;S 36 Leil 203;34D8C6D3000000;421455348
;S 36 Leil 203;B440C6D3000000;421416564
;S 36 Leil 204;04BDC6D3000000;421448388
;S 36 Leil 204;64AEC6D3000000;421444644
;S 36 Leil 205;24B5C6D3000000;421446372
;S 36 Leil 205;C450C6D3000000;421420676
;S 36 Leil 206;146CC6D3000000;421427668
;S 36 Leil 206;945CC6D3000000;421423700
;S 36 Leil 207;5402B855000000;21944596
;S 36 Leil 207;F496C6D3000000;421438644
;S 36 Leil 208;74F8C6D3000000;421463604
;S 36 Leil 208;A4C5C6D3000000;421450596
;S 36 Leil 301;D4A2C6D3000000;421441684
;S 36 Leil 301;14A8C6D3000000;421443028
;S 36 Leil 302;7431B855000000;194412660
;S 36 Leil 302;C4CCC6D3000000;421452420
;S 36 Leil 303;049CC6D3000000;421439940
;S 36 Leil 303;54B7C6D3000000;421446932
;S 36 Leil 304;C4D1C6D3000000;421453700
;S 36 Leil 304;24A8C6D3000000;421443044
;S 36 Leil 305;347BC6D3000000;421431540
;S 36 Leil 305;D482C6D3000000;421433492
;S 36 Leil 306;C430B855000000;194412484
;S 36 Leil 306;F4B3C6D3000000;421446068
;S 36 Leil 307;5400C7D3000000;5421584
;S 36 Leil 307;645FC6D3000000;421424420
;S 36 Leil 308;7460C6D3000000;421424692
;S 36 Leil 308;54D4C6D3000000;421454356
;S 36 Leil 401;E4AEC6D3000000;421444772
;S 36 Leil 401;94C8C6D3000000;421451348
;S 36 Leil 402;44E8B755000000;194359460
;S 36 Leil 402;A4E8C6D3000000;421459556
;S 36 Leil 403;B4CEC6D3000000;421452916
;S 36 Leil 403;D4D6C6D3000000;421454996
;S 36 Leil 404;74C3C6D3000000;421450036
;S 36 Leil 404;44C8C6D3000000;421451268
;S 36 Leil 405;0462C6D3000000;421425092
;S 36 Leil 405;E486C6D3000000;421434532
;S 36 Leil 406;E4CEC6D3000000;421452964
;S 36 Leil 406;5406C7D3000000;542151620
;S 36 Leil 407;B4AFC6D3000000;421444980
;S 36 Leil 408;84E3C6D3000000;421458244
;S 36 Leil 408;94BEBDD3000000;420548788
;S 36 Leil 501;5458C6D3000000;421422612
;S 36 Leil 501;749AC6D3000000;421439540
;S 36 Leil 502;5416C7D3000000;542155716
;S 36 Leil 502;54D9C6D3000000;421455636
;S 36 Leil 503;4401C6D3000000;54214324
;S 36 Leil 503;8404C7D3000000;542151156
;S 36 Leil 504;6479C6D3000000;421431076
;S 36 Leil 504;F4A0C6D3000000;421441204
;S 36 Leil 505;34B7C6D3000000;421446900
;S 36 Leil 505;34B0C6D3000000;421445108
;S 36 Leil 506;64B0C6D3000000;421445156
;S 36 Leil 506;64DEC6D3000000;421456932
;S 36 Leil 507;F4C5C6D3000000;421450676
;S 36 Leil 507;8446B855000000;194418052
;S 36 Leil 508;14ABBDD3000000;420543796
;S 36 Leil 508;145EC6D3000000;421424084
;L 6 Leil 201;645CC6D3000000;421423652
;L 6 Leil 201;A4B5C6D3000000;421446500
;L 6 Leil 202;94DAC6D3000000;421455956
;L 6 Leil 202;E49DC6D3000000;421440420
;L 6 Leil 203;74AFC6D3000000;421444916
;L 6 Leil 203;A495BDD3000000;420538308
;L 6 Leil 204;F492C6D3000000;421437620
;L 6 Leil 204;C444B855000000;194417604
;L 6 Leil 205;947CBDD3000000;420531892
;L 6 Leil 205;844AC6D3000000;421419076
;L 6 Leil 206;742CC7D3000000;421511380
;L 6 Leil 206;74D1C6D3000000;421453620
;L 6 Leil 207;B422B855000000;219448884
;L 6 Leil 207;8423B855000000;219449092
;L 6 Leil 208;A4B8C6D3000000;421447268
;L 6 Leil 208;F480C6D3000000;421433012
;L 6 Leil 301;64DFC6D3000000;421457188
;L 6 Leil 301;84E1C6D3000000;421457732
;L 6 Leil 302;E4E2C6D3000000;421458084
;L 6 Leil 302;F4D3C6D3000000;421454260
;L 6 Leil 303;B449C6D3000000;421418868
;L 6 Leil 303;54E3C6D3000000;421458196
;L 6 Leil 304;44B6C6D3000000;421446660
;L 6 Leil 304;14E3C6D3000000;421458132
;L 6 Leil 305;949FC6D3000000;421440852
;L 6 Leil 305;D4A1C6D3000000;421441428
;L 6 Leil 306;44C9C6D3000000;421451524
;L 6 Leil 306;842AC7D3000000;421510884
;L 6 Leil 307;F4E6B755000000;194359124
;L 6 Leil 307;24D9C6D3000000;421455588
;L 6 Leil 308;04B1C6D3000000;421445316
;L 6 Leil 308;C4ADC6D3000000;421444484
;L 6 Leil 309;94D1C6D3000000;421453652
;L 6 Leil 309;A49AC6D3000000;421439588
;L 6 Leil 401;C49FC6D3000000;421440900
;L 6 Leil 401;140AB855000000;219442580
;L 6 Leil 402;04ADC6D3000000;421444292
;L 6 Leil 402;C4BCC6D3000000;421448324
;L 6 Leil 403;D4CDC6D3000000;421452692
;L 6 Leil 403;44F4B755000000;194362532
;L 6 Leil 404;F4F6B755000000;194363220
;L 6 Leil 404;14BEC6D3000000;421448660
;L 6 Leil 405;74AEC6D3000000;421444660
;L 6 Leil 405;545CC6D3000000;421423636
;L 6 Leil 406;E473C6D3000000;421429668
;L 6 Leil 406;84CEC6D3000000;421452868
;L 6 Leil 407;B4D1C6D3000000;421453684
;L 6 Leil 407;640AB855000000;219442660
;L 6 Leil 408;B4F2B755000000;194362132
;L 6 Leil 408;E46BC6D3000000;421427620
;L 6 Leil 409;04ABC6D3000000;421443780
;L 6 Leil 501;54C9C6D3000000;421451540
;L 6 Leil 501;E43CB855000000;194415588
;L 6 Leil 502;D4C0C6D3000000;421449364
;L 6 Leil 502;84A0C6D3000000;421441092
;L 6 Leil 504;6433B855000000;194413156
;L 6 Leil 504;84BBC6D3000000;421448004
;L 6 Leil 505;3442B855000000;194416948
;L 6 Leil 505;34B9C6D3000000;421447412
;L 6 Leil 507;24A4C6D3000000;421442020
;L 6 Leil 506;849CC6D3000000;421440068
;L 6 Leil 506;54B5C6D3000000;421446420
;L 6 Leil 507;04C7BDD3000000;420550948
;L 6 Leil 508;B49DC6D3000000;421440372
;L 6 Leil 508;24DCC6D3000000;421456356
;L 6 Leil 509;94A4C6D3000000;421442132
;L 6 Leil 509;8420C7D3000000;542158324
;L 6 N¾ring 1021-101;1480BDD3000000;420532788
;L 6 N¾ring 1021-101;A4E5C6D3000000;421458788
;L 6 N¾ring 1021-101;C4CFC6D3000000;421453188
;L 6 N¾ring 1021-101;A4C9C6D3000000;421451620
;L 6 N¾ring 1021-102;3492C6D3000000;421437428
;L 6 N¾ring 1021-102;14BBC6D3000000;421447892
;L 6 N¾ring 1021-102;E44AB855000000;194419172
;L 6 N¾ring 1021-102;E489C6D3000000;421435300
;L 6 N¾ring 1021-601;E4ECB755000000;194360644
;L 6 N¾ring 1021-601;7420C7D3000000;542158308
;T 47 Leil 602;44E2C6D3000000;421457924
;T 47 Leil 603;D484C6D3000000;421434004
;L 6 N¾ring 1021-101;144EB855000000;194419988
;L 6 N¾ring 1021-101;743AB855000000;194414964
;L 6 N¾ring 1021-101;B4D5C6D3000000;421454708
;S 36 Leil 202;04C2C6D3000000;421449668
;L 6 N¾ring 1021-601;F436B855000000;194414068
;L 6 N¾ring 1021-601;74F4C6D3000000;421462580
;K 45 N¾ring 1001-N01;44E1C6D3000000;421457668
;K 43 N¾ring 1001-N02;A4ABC6D3000000;421443940
;L 6 N¾ring 1021-102;04B3C6D3000000;421445828
;K 45 Leil 201;44A7C44A000000;914042820
;T 47 N¾ring 1031-N04;84CA3C46000000;798051844
;T 47 N¾ring 1031-N04;F442C44A000000;914017140
;T 47 N¾ring 1031-N04;8466C44A000000;914026244
;Dypro Vaktmester T47-L6;54D7C44A000000;914055124
;K 43 Leil 206;1489C44A000000;914035092
;S 36 Leil 301;64D1C44A000000;914053604
;S 36 Leil 303;04CB3F46000000;798351972
;S 36 Leil 408;;
;K 45 Leil 401;C4B53C46000000;798046532
;K 43 Leil 406;44A0C6D3000000;421441028
;T 47 Leil 309;64EAC6D3000000;421460004
;K 43 Leil 204;F4DFC6D3000000;421457332
;T 47 Leil 513;;
;K 43 Leil 506;94E0C6D3000000;421457492
;K 43 Leil 506;84EAC6D3000000;421460036
;K 45 Leil 403;94F6B755000000;194363124
;T 31 Leil 501;44E0C6D3000000;421457412
;T 47 Leil 215;04C9C6D3000000;421451460
;T 47 Aftenposten;C456C6D3000000;421422212
;T 47 Aftenposten;E470C6D3000000;421428900
;T 47 Aftenposten;74C2BDD3000000;420549780
;S 36 Aftenposten;84E8C6D3000000;421459524
;S 36 Aftenposten;74E6C6D3000000;421458996
;S 36 Aftenposten;94D9C6D3000000;421455700
;L 6 Aftenposten;244EC6D3000000;421420004
;L 6 Aftenposten;04B1BDD3000000;420545316
;L 6 Aftenposten;54D5C6D3000000;421454612
;Dypro Maler;348BBDD3000000;420535636
;Dypro Uni;44CAC6D3000000;421451780
;Dypro Kone;F490C6D3000000;421437108
;T 47 Garasjepl. 26;64BABDD3000000;420547716
;T 47 Garasjepl. 32;64F8B755000000;194363588
;Dypro Saltomont¿r;649BC6D3000000;421439780
;Dypro J¿rgen;34ADC6D3000000;421444340
;Dypro Martinsen & Brodahl;E494C6D3000000;421438116
;T 31 Leil 201;04A8C6D3000000;421443012
;Dypro;44A3C6D3000000;421441796
;T 31 Leil 202;6404B855000000;219441124
;K 43 Leil 504;D4BDC6D3000000;421448596
;K 43 Leil 406;74CDC6D3000000;421452596
;K 45 Leil 401;;
;Dypro Lysteknikk;5452B855000000;194421076
;Dypro Vindusentrepren¿r;E4CFC6D3000000;421453220
;Dypro Vindusentrepren¿r;E496C6D3000000;421438628
;Dypro Kunstlager 1031-04;F499C6D3000000;421439412
;Dypro Everlite;C497C6D3000000;421438852
;Dypro Heiskontroll;D4BFC6D3000000;421449108
;Dypro Ivar Membran;C4BDC6D3000000;421448580
;Dypro HŒndtverker;B48DC6D3000000;421436276
;T 47 Leil 311;B4D3C6D3000000;421454196
;K 43 Garasjepl. 03;E4D7C6D3000000;421455268
;K 43 Garasjepl. 03;04BAC6D3000000;421447620
;Dypro Mobile Norway;;
;T 47 N¾ring 1031-N03;2451C6D3000000;421420772
;T 47 N¾ring 1031-N03;9423B855000000;219449108
;T 47 N¾ring 1031-N03;544BB855000000;194419284
;Dypro Renholder T47;3465C6D3000000;421425908
;K 45 Leil 501;F4BEC6D3000000;421448884
;T 31 Leil 206;74DBC6D3000000;421456180
;Dypro Vaskerimont¿r;D4B8C6D3000000;421447316
;Dypro Martinsen & Brodahl;8460C6D3000000;421424708
;Dypro HŒntverker;C495C6D3000000;421438340
;Dypro Francke;64DDC6D3000000;421456676
;T 31 Leil 206;1468C6D3000000;421426644
;Dypro Marius D;84A6C6D3000000;421442628
;Dypro ekstra;94C9C6D3000000;421451604
;Dypro Electrolux;6434C7D3000000;421513412
;T 31 Leil 602;34BCC6D3000000;421448180
;T 31 Leil 601;D4B8C6D3000000;421447316
;T 47 Garasjepl. 29;A4CFC6D3000000;421453156
;T 47 Leil 415;3477C6D3000000;421430516
;T 31 Leil 603;34B3C6D3000000;421445876
;Dypro HŒntverker;FA4105DB000000;606916890
;T 47 Lager 1031-L05;CAAF04DB000000;606845002
;T 47 Garasjepl. 7;FA5DFADA000000;605824058
;T 47 Garasjepl. 8;1AEA04DB000000;606859930
;T 47 Garasjepl. 13;5A9104DB000000;606837210
;T 47 Garasjepl. 14;1AD3F9DA000000;605754042
;T 47 Garasjepl. 23;1AD704DB000000;606855066
;T 47 Garasjepl. 24;FAF904DB000000;606863994
;T 47 Garasjepl. 25;AAD704DB000000;606855210
;T 47 Renovasjon;8AAD04DB000000;606844426
;T 47 Renovasjon;6AEDF9DA000000;605760778
;T 47 Garasjepl. 28;CAC6F9DA000000;605750890
;T 47 Garasjepl.31;BA8B04DB000000;606835770
;Dypro Hjelpemann Pawel;AA3FFADA000000;605816298
;T 31 Leil 207;3AC204DB000000;606849722
;T 47 Lager 1031-L03;9AD5F9DA000000;605754682
;Dypro Saltomont¿r;9AF004DB000000;606861594
;T 47 Lager 1031-L05;6A86F9DA000000;605734410
;T 47 Leil 514;1AA1F9DA000000;605741242
;K 45 Leil 201;0A9F04DB000000;606840714
;Dypro Securitas;4A2005DB000000;560698266
;Dypro Securitas;AAB0F9DA000000;605745226
;Dypro Securitas;9AD404DB000000;606854426
;T 31 Leil 406;3A28FADA000000;605810298
;Dypro  Smart systems;9A0805DB000000;560692202
;T 47 Leil 412;2AB504DB000000;606846378
;T 47 Leil 412;CA0205DB000000;56069714
;T 47 Leil 511;5AF3F9DA000000;605762298
;T 47 Leil 511;6ABB04DB000000;606847978
;L 6 Leil 406;3A3105DB000000;606912602
;L 6 Leil 406;6A4F04DB000000;606820330
;Dypro Haakon D.;7AEFF9DA000000;605761306
;K 43 Shibsted distribusjon aftenpost;BA01FADA000000;56058442
;K 43 Shibsted distribusjon aftenpost;1A40FADA000000;605816410
;K 43 Leil 205;4AB7F9DA000000;605746922
;Dypro Hans;FAE5F9DA000000;605758874
;S 36 Leil 204;FA64F9DA000000;605725850
;K 43 Leil 506;DA0EFADA000000;560583802
;T 47 Leil 601;0A0805DB000000;560692058
;Dypro Get;2A8A05DB000000;606935370
;T 31 Leil 101;FA0F05DB000000;560694090
;T 47 Leil 604;8ABB04DB000000;606848010
;T 31 garasjepl. 17;0A9DFADA000000;605840202
;K 45 Leil 203;9AB704DB000000;606847002
;Dypro Kari Stenhagen;6A9904DB000000;606839274
;Dypro Kone  Heis;EA8FF9DA000000;605736842
;Dypro Elektrolux;9AAB04DB000000;606843930
;Dypro Hafslund;94CF3C46000000;798053140
;S 36 Leil 104;1494BDD3000000;420537908
;T 31 Leil 204;44DD3F46000000;798356644
;T 31 Leil 204;4A1F05DB000000;560698010
